User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,Purchase
1005142,P00219142,M,26-35,1,B,1,1,5,,,5945
1005148,P00230842,M,26-35,20,B,2,1,8,,,7388
1005151,P00270142,M,18-25,19,C,1,0,5,,,6348
1005151,P00323442,M,18-25,19,C,1,0,5,9.0,,6473
1005151,P00079142,M,18-25,19,C,1,0,11,,,4921
1005153,P00187042,M,26-35,7,B,3,0,2,4.0,5.0,10525
1005155,P00104542,M,26-35,16,B,2,0,8,,,7447
1005155,P00179542,M,26-35,16,B,2,0,11,,,4620
1005156,P00277642,M,18-25,14,A,1,1,2,3.0,10.0,11669
1005156,P00112742,M,18-25,14,A,1,1,2,14.0,,9680
1005160,P00157542,F,18-25,4,C,2,0,8,14.0,,7441
1005161,P00000642,M,26-35,4,C,0,0,1,6.0,16.0,13866
1005163,P00257042,M,46-50,6,B,1,1,5,14.0,,6196
1005163,P00052842,M,46-50,6,B,1,1,10,15.0,,20073
1005163,P00346042,M,46-50,6,B,1,1,6,8.0,15.0,14734
1005163,P00313242,M,46-50,6,B,1,1,8,,,7486
1005167,P00247542,M,18-25,15,C,3,0,8,16.0,,7718
1005167,P00274042,M,18-25,15,C,3,0,1,,,13349
1005167,P00209742,M,18-25,15,C,3,0,1,11.0,15.0,13824
1005169,P00153842,F,51-55,4,C,0,0,8,14.0,16.0,8271
1005172,P00102642,F,36-45,11,B,1,0,4,8.0,9.0,2739
1005178,P00037142,M,51-55,0,C,1,1,1,2.0,5.0,14343
1005182,P00156142,F,36-45,7,B,4+,1,5,8.0,,6490
1005190,P00112142,F,36-45,0,C,1,0,1,2.0,14.0,14719
1005191,P00054042,F,26-35,4,A,4+,0,18,,,2735
1005194,P00110842,M,26-35,7,C,3,1,1,2.0,5.0,14175
1005195,P00323742,M,36-45,7,B,0,1,8,,,7414
1005197,P00182342,F,55+,3,C,3,1,1,5.0,6.0,14200
1005198,P00048742,F,18-25,4,B,0,0,5,,,5973
1005198,P00110942,F,18-25,4,B,0,0,1,2.0,,14114
1005200,P00114942,F,36-45,15,C,2,0,1,15.0,16.0,14862
1005200,P00323942,F,36-45,15,C,2,0,8,15.0,,8012
1005200,P00121042,F,36-45,15,C,2,0,15,,,15745
1005204,P00086442,M,51-55,13,C,4+,1,8,13.0,15.0,8436
1005205,P00034042,M,26-35,1,B,0,1,1,2.0,16.0,12888
1005205,P00237642,M,26-35,1,B,0,1,5,14.0,,6047
1005206,P00221442,M,36-45,7,C,0,0,1,2.0,5.0,14282
1005220,P00110142,M,26-35,7,B,4+,0,7,,,16505
1005220,P00327342,M,26-35,7,B,4+,0,16,,,14723
1005220,P00187442,M,26-35,7,B,4+,0,2,4.0,5.0,10533
1005220,P00169542,M,26-35,7,B,4+,0,5,14.0,,6157
1005224,P00253542,M,36-45,1,A,1,1,8,,,7260
1005225,P00002942,M,18-25,4,C,4+,1,2,15.0,,10809
1005225,P00006942,M,18-25,4,C,4+,1,1,5.0,6.0,13851
1005233,P00064742,M,26-35,5,B,0,1,8,,,7344
1005234,P00270242,F,26-35,0,A,4+,1,8,,,7247
1005234,P00144242,F,26-35,0,A,4+,1,5,14.0,,5958
1005234,P00080342,F,26-35,0,A,4+,1,1,6.0,8.0,15496
1005237,P00110942,M,26-35,7,B,4+,1,1,2.0,,14121
1005238,P00083942,F,51-55,16,C,1,0,12,14.0,,1879
1005242,P00145442,M,26-35,1,C,3,1,8,15.0,,7832
1005243,P00000142,M,0-17,10,C,4+,0,3,4.0,5.0,10533
1005245,P00253442,F,46-50,1,B,2,1,5,8.0,,6528
1005246,P00240442,F,18-25,0,C,1,1,6,16.0,,16165
1005246,P00229342,F,18-25,0,C,1,1,5,14.0,,6387
1005248,P00236342,F,46-50,14,B,1,1,5,14.0,,6242
1005249,P00348342,F,46-50,14,B,1,1,8,17.0,,8108
1005250,P00351242,M,51-55,6,B,4+,1,3,4.0,5.0,10420
1005251,P00290342,F,26-35,17,A,1,1,8,,,7255
1005251,P00109942,F,26-35,17,A,1,1,8,,,7255
1005254,P00051442,M,18-25,4,C,1,1,8,17.0,,8230
1005254,P00020342,M,18-25,4,C,1,1,1,2.0,,14395
1005260,P00088542,M,36-45,7,A,1,1,5,12.0,14.0,5849
1005260,P00116842,M,36-45,7,A,1,1,2,5.0,8.0,13173
1005261,P00130742,M,36-45,12,A,3,0,1,14.0,17.0,14621
1005263,P00182242,M,36-45,7,B,1,0,1,5.0,6.0,13660
1005264,P00105142,M,18-25,4,B,4+,0,1,2.0,15.0,12944
1005265,P00265242,M,46-50,1,B,2,1,5,8.0,,6498
1005265,P00307342,M,46-50,1,B,2,1,8,,,7485
1005267,P00300542,M,36-45,7,C,2,0,8,,,7865
1005269,P00037042,M,18-25,0,B,4+,0,1,15.0,,12442
1005271,P00336942,F,26-35,0,A,1,0,5,,,5889
1005271,P00161442,F,26-35,0,A,1,0,5,14.0,,5999
1005271,P00221342,F,26-35,0,A,1,0,1,2.0,5.0,13722
1005271,P00057742,F,26-35,0,A,1,0,2,8.0,18.0,12435
1005273,P00340342,M,55+,20,B,3,1,1,8.0,17.0,15791
1005277,P00161442,M,26-35,20,B,2,0,5,14.0,,6165
1005277,P00117542,M,26-35,20,B,2,0,18,,,2868
1005278,P00074642,F,26-35,7,B,1,0,5,9.0,14.0,5639
1005278,P00116242,F,26-35,7,B,1,0,8,15.0,,7554
1005278,P00114042,F,26-35,7,B,1,0,5,14.0,,6163
1005279,P00049642,F,26-35,14,B,2,1,8,14.0,,7090
1005281,P00303242,M,26-35,2,A,2,0,5,8.0,,6283
1005284,P00086042,M,26-35,16,C,1,0,8,14.0,17.0,8061
1005287,P00193042,M,26-35,8,C,0,0,5,6.0,16.0,6636
1005293,P00220442,M,26-35,12,C,2,0,5,14.0,,6519
1005294,P00196042,M,26-35,2,A,0,1,4,9.0,15.0,2257
1005296,P00005142,F,0-17,0,C,2,0,5,,,6285
1005300,P00120142,M,26-35,20,A,0,0,5,,,5888
1005302,P00051842,F,0-17,10,A,1,0,4,8.0,,2185
1005304,P00268542,F,36-45,9,A,4+,1,5,,,5931
1005305,P00142242,F,18-25,4,C,3,1,8,,,7700
1005305,P00245642,F,18-25,4,C,3,1,5,11.0,12.0,6051
1005305,P00016542,F,18-25,4,C,3,1,1,6.0,16.0,13790
1005305,P00018042,F,18-25,4,C,3,1,15,16.0,,13145
1005306,P00131542,F,26-35,17,B,4+,0,8,12.0,,6972
1005306,P00146342,F,26-35,17,B,4+,0,5,14.0,,6206
1005306,P00125942,F,26-35,17,B,4+,0,1,2.0,15.0,13064
1005306,P00317842,F,26-35,17,B,4+,0,8,,,7495
1005310,P00286642,F,55+,1,C,3,0,11,14.0,,5743
1005312,P00084242,M,26-35,1,A,1,0,8,14.0,,6943
1005312,P00024642,M,26-35,1,A,1,0,5,14.0,,5971
1005315,P00211942,M,26-35,12,A,1,1,8,,,7215
1005316,P00277642,M,18-25,4,A,2,0,2,3.0,10.0,11724
1005317,P00030042,F,26-35,0,A,1,0,8,,,7289
1005317,P00114942,F,26-35,0,A,1,0,1,15.0,16.0,14240
1005319,P00277642,M,18-25,17,B,1,0,2,3.0,10.0,11890
1005321,P00270242,M,26-35,4,C,0,0,8,,,7777
1005321,P00035242,M,26-35,4,C,0,0,8,14.0,,7460
1005322,P00295942,M,36-45,17,A,3,1,2,5.0,15.0,11721
1005326,P00028542,M,26-35,2,A,1,1,6,8.0,14.0,15593
1005327,P00227142,M,26-35,7,A,1,0,5,,,5872
1005329,P00182042,F,26-35,5,B,1,0,11,,,4622
1005329,P00329442,F,26-35,5,B,1,0,5,8.0,,6462
1005329,P00003942,F,26-35,5,B,1,0,5,14.0,,6159
1005329,P00161442,F,26-35,5,B,1,0,5,14.0,,6159
1005333,P00267542,F,26-35,7,A,4+,0,1,16.0,,13576
1005333,P00150742,F,26-35,7,A,4+,0,8,14.0,,7009
1005333,P00077942,F,26-35,7,A,4+,0,5,,,5927
1005340,P00324942,F,51-55,3,C,1,1,5,,,6546
1005340,P00047042,F,51-55,3,C,1,1,8,,,7946
1005342,P00111242,F,36-45,7,B,2,0,1,18.0,,15823
1005344,P00220442,F,51-55,1,C,3,0,5,14.0,,6735
1005348,P00304142,M,18-25,5,B,1,0,5,11.0,,5771
1005350,P00157642,M,18-25,5,A,1,0,1,14.0,16.0,12704
1005350,P00035842,M,18-25,5,A,1,0,5,6.0,9.0,5455
1005355,P00252042,M,55+,0,B,0,1,5,14.0,,6309
1005357,P00021742,F,18-25,20,B,2,1,5,,,5954
1005357,P00021142,F,18-25,20,B,2,1,5,,,5954
1005359,P00243942,M,18-25,16,B,3,0,1,2.0,15.0,12958
1005361,P00025442,F,51-55,16,A,3,0,1,2.0,9.0,14584
1005364,P00143342,F,26-35,3,A,3,0,1,14.0,16.0,12813
1005365,P00057342,M,18-25,12,C,0,0,4,5.0,,2355
1005366,P00320742,M,18-25,12,C,3,0,1,4.0,9.0,9520
1005367,P0094842,M,18-25,4,A,1,0,4,8.0,,2209
1005367,P00310842,M,18-25,4,A,1,0,6,8.0,10.0,15111
1005367,P00000442,M,18-25,4,A,1,0,5,8.0,,6213
1005367,P00125042,M,18-25,4,A,1,0,11,,,4374
1005367,P00305042,M,18-25,4,A,1,0,11,13.0,16.0,4056
1005367,P00319542,M,18-25,4,A,1,0,8,14.0,,6882
1005369,P00059442,M,26-35,15,A,1,0,6,8.0,16.0,15719
1005369,P00109242,M,26-35,15,A,1,0,6,8.0,10.0,15197
1005371,P00148642,M,26-35,11,A,0,0,6,10.0,13.0,16575
1005373,P00330442,M,18-25,12,A,1,0,5,14.0,,5925
1005376,P00184342,M,26-35,17,B,1,1,8,,,7374
1005379,P00274942,M,26-35,7,C,1,0,8,,,7791
1005385,P00296242,M,26-35,12,B,0,1,8,,,7357
1005386,P00270942,M,26-35,14,C,3,0,1,2.0,15.0,13389
1005386,P00249542,M,26-35,14,C,3,0,1,5.0,15.0,11886
1005386,P00280442,M,26-35,14,C,3,0,11,,,4994
1005387,P00361842,F,26-35,1,B,4+,1,15,16.0,,12845
1005387,P00359642,F,26-35,1,B,4+,1,11,,,4574
1005389,P00277442,M,46-50,7,C,4+,1,1,6.0,15.0,12856
1005393,P00234742,M,36-45,7,C,2,0,8,,,7865
1005394,P00117542,M,18-25,0,A,2,0,18,,,2615
1005394,P00166642,M,18-25,0,A,2,0,8,,,7200
1005394,P00163842,M,18-25,0,A,2,0,8,,,7200
1005401,P00028842,F,18-25,1,C,2,1,6,8.0,,16281
1005403,P00277442,M,0-17,10,B,1,0,1,6.0,15.0,12270
1005406,P00001142,F,36-45,0,C,3,1,5,8.0,14.0,6797
1005408,P00340942,M,26-35,20,C,3,0,8,,,7831
1005408,P0096442,M,26-35,20,C,3,0,4,5.0,12.0,2987
1005412,P00303042,M,26-35,12,A,3,0,5,,,5897
1005418,P00111542,F,26-35,0,C,1,1,2,17.0,,14252
1005418,P00051442,F,26-35,0,C,1,1,8,17.0,,8319
1005421,P00201442,M,36-45,17,A,1,1,1,6.0,8.0,15538
1005423,P00286742,F,51-55,5,C,0,1,1,16.0,,14191
1005424,P00366542,F,36-45,2,C,2,0,5,,,6487
1005426,P00254742,M,26-35,14,C,1,0,5,,,6404
1005427,P00110742,M,36-45,19,B,0,0,1,2.0,8.0,14893
1005428,P00135742,F,26-35,6,B,4+,0,6,8.0,,16069
1005428,P00270242,F,26-35,6,B,4+,0,8,,,7475
1005431,P00034842,M,55+,1,C,3,1,5,14.0,,6704
1005433,P00114042,F,36-45,17,B,3,1,5,14.0,,6198
1005433,P00124442,F,36-45,17,B,3,1,11,,,4661
1005436,P0098342,M,18-25,4,B,1,0,1,2.0,,14091
1005439,P00278642,M,55+,13,B,1,1,5,,,6231
1005441,P00221542,M,51-55,7,C,0,1,5,15.0,,6655
1005444,P00273542,F,18-25,4,C,1,1,8,14.0,,7367
1005452,P00173842,M,36-45,6,A,4+,0,1,2.0,15.0,12929
1005453,P00125942,M,18-25,4,C,1,0,1,2.0,15.0,13288
1005453,P00118342,M,18-25,4,C,1,0,2,3.0,15.0,12206
1005455,P00325742,F,18-25,17,C,4+,0,2,9.0,,10359
1005457,P00246342,M,18-25,12,A,1,1,11,15.0,,4204
1005458,P00220342,F,18-25,2,A,1,0,5,,,5827
1005458,P00204742,F,18-25,2,A,1,0,8,,,7227
1005459,P00249742,F,0-17,10,C,0,0,1,15.0,18.0,8854
1005466,P00002942,M,26-35,12,B,1,0,2,15.0,,10562
1005466,P00344142,M,26-35,12,B,1,0,18,,,2845
1005473,P00185442,M,26-35,1,C,3,0,15,,,15631
1005478,P00125942,M,36-45,7,C,1,0,1,2.0,15.0,13426
1005481,P00306242,M,46-50,12,C,0,0,3,4.0,,9906
1005481,P00331942,M,46-50,12,C,0,0,5,,,6524
1005483,P00347142,F,26-35,6,B,3,0,5,,,6067
1005484,P00323942,M,46-50,17,C,4+,1,8,15.0,,8001
1005491,P00303342,M,18-25,7,A,1,0,1,16.0,,13455
1005492,P00276842,M,18-25,4,A,4+,1,5,14.0,,5869
1005494,P00240142,F,36-45,17,B,1,1,5,,,6072
1005497,P00187842,M,26-35,4,A,1,1,1,16.0,,13450
1005501,P00050642,M,26-35,2,A,3,0,15,16.0,,12723
1005501,P00221442,M,26-35,2,A,3,0,1,2.0,5.0,13712
1005502,P00296942,M,26-35,2,A,4+,0,8,,,7286
1005503,P00324442,F,26-35,9,C,1,0,11,13.0,16.0,4682
1005504,P00266542,M,46-50,7,B,1,1,2,16.0,,12570
1005504,P00326242,M,46-50,7,B,1,1,2,18.0,,11971
1005505,P00010942,F,26-35,4,B,3,1,1,2.0,6.0,12439
1005507,P00185842,M,46-50,7,C,1,1,4,5.0,15.0,2066
1005509,P00029842,M,26-35,0,A,1,0,8,,,7258
1005510,P00184942,M,18-25,4,C,4+,0,1,8.0,17.0,15875
1005511,P00178942,M,46-50,1,B,1,1,5,8.0,,6489
1005512,P00207042,F,26-35,17,B,2,1,5,14.0,,6124
1005512,P00036842,F,26-35,17,B,2,1,1,14.0,16.0,12915
1005517,P00087842,M,55+,0,C,2,1,12,,,1755
1005520,P00046142,M,46-50,1,C,0,1,1,16.0,,14087
1005522,P00003242,M,26-35,14,B,0,0,8,15.0,,7528
1005522,P00154042,M,26-35,14,B,0,0,1,2.0,15.0,12996
1005523,P0095142,M,36-45,0,B,2,1,2,4.0,,10279
1005524,P00265142,F,0-17,10,B,1,0,3,12.0,,9484
1005526,P00266942,F,36-45,2,A,0,0,8,13.0,14.0,6559
1005530,P00117842,F,18-25,4,B,0,0,5,13.0,16.0,7067
1005530,P00131042,F,18-25,4,B,0,0,8,,,7373
1005530,P00025542,F,18-25,4,B,0,0,8,,,7373
1005535,P00184042,M,26-35,15,B,1,1,1,8.0,,13802
1005536,P00194242,M,26-35,16,B,2,1,11,16.0,,4741
1005537,P00113942,F,55+,1,C,2,0,8,,,8082
1005541,P00110942,M,55+,7,C,1,0,1,2.0,,14795
1005543,P00251942,M,26-35,17,A,2,0,1,2.0,5.0,13731
1005545,P00349942,F,36-45,16,C,3,1,1,5.0,,11474
1005547,P00171642,F,18-25,4,A,3,1,5,8.0,14.0,6153
1005548,P00017042,F,18-25,4,A,4+,0,8,,,7255
1005550,P00113742,M,36-45,15,B,2,0,5,14.0,,6221
1005550,P00104542,M,36-45,15,B,2,0,8,,,7511
1005550,P00278242,M,36-45,15,B,2,0,1,,,13103
1005550,P00217142,M,36-45,15,B,2,0,1,15.0,,12585
1005551,P00116142,F,36-45,20,A,1,0,10,13.0,16.0,18671
1005551,P00150942,F,36-45,20,A,1,0,6,11.0,13.0,14265
1005553,P00169442,M,36-45,3,C,3,0,8,,,7865
1005553,P00189042,M,36-45,3,C,3,0,8,,,7865
1005554,P00173042,M,26-35,1,B,1,0,13,15.0,16.0,567
1005555,P00101442,M,0-17,10,B,2,0,2,8.0,,10965
1005555,P00080342,M,0-17,10,B,2,0,1,6.0,8.0,15552
1005555,P00316642,M,0-17,10,B,2,0,4,5.0,,1932
1005557,P00265342,M,36-45,14,C,1,1,7,,,16863
1005557,P00059642,M,36-45,14,C,1,1,1,2.0,3.0,13999
1005560,P00271142,F,36-45,17,C,4+,1,5,,,6465
1005568,P00182742,M,18-25,4,C,3,0,1,2.0,14.0,14581
1005568,P00053442,M,18-25,4,C,3,0,1,2.0,16.0,13287
1005570,P00035842,M,26-35,1,B,3,0,5,6.0,9.0,5680
1005571,P00110542,F,26-35,9,C,2,0,8,,,7833
1005573,P00287842,F,36-45,1,B,1,1,8,18.0,,7409
1005574,P00105242,M,26-35,0,B,4+,0,11,,,4607
1005574,P00150842,M,26-35,0,B,4+,0,11,13.0,16.0,4290
1005574,P00180042,M,26-35,0,B,4+,0,11,,,4607
1005575,P00196042,M,36-45,7,C,2,0,4,9.0,15.0,2934
1005575,P00182342,M,36-45,7,C,2,0,1,5.0,6.0,14037
1005576,P00125942,M,26-35,4,C,3,0,1,2.0,15.0,13371
1005580,P00302642,M,46-50,7,B,4+,0,16,,,14854
1005580,P00302042,M,46-50,7,B,4+,0,5,,,6178
1005581,P00080342,M,26-35,0,A,1,1,1,6.0,8.0,15441
1005583,P00147942,M,55+,15,B,2,1,1,16.0,,13892
1005585,P00109242,M,26-35,4,A,4+,0,6,8.0,10.0,15201
1005585,P00051942,M,26-35,4,A,4+,0,5,6.0,11.0,5355
1005585,P00366542,M,26-35,4,A,4+,0,5,,,5891
1005589,P00156442,F,26-35,0,A,0,1,8,,,7215
1005592,P00086442,M,26-35,1,A,4+,1,8,13.0,15.0,7697
1005598,P00161542,M,18-25,4,C,1,0,2,15.0,16.0,8684
1005598,P00351342,M,18-25,4,C,1,0,1,2.0,16.0,13271
1005600,P00152942,F,46-50,0,C,1,0,5,,,6541
1005604,P00051442,M,36-45,15,C,3,0,8,17.0,,8465
1005604,P00346242,M,36-45,15,C,3,0,1,15.0,,12963
1005605,P00249642,F,18-25,2,A,0,0,3,5.0,,10478
1005605,P00189842,F,18-25,2,A,0,0,3,4.0,5.0,10062
1005605,P00303642,F,18-25,2,A,0,0,8,14.0,,6901
1005605,P00223042,F,18-25,2,A,0,0,1,2.0,8.0,14610
1005605,P00116542,F,18-25,2,A,0,0,5,17.0,,6304
1005613,P00084242,F,36-45,0,C,3,1,8,14.0,,7507
1005621,P00004442,M,26-35,7,A,1,0,1,2.0,,14012
1005621,P00023342,M,26-35,7,A,1,0,3,4.0,5.0,10115
1005621,P00062742,M,26-35,7,A,1,0,8,17.0,,7848
1005621,P00065242,M,26-35,7,A,1,0,2,3.0,4.0,9914
1005622,P00202742,M,36-45,15,C,3,1,5,13.0,14.0,7317
1005626,P00293942,M,55+,16,B,3,0,8,17.0,,8295
1005627,P00266542,M,26-35,0,A,4+,1,2,16.0,,12299
1005630,P00355142,M,36-45,17,B,1,0,1,15.0,,12581
1005633,P00121042,M,51-55,1,C,1,1,15,,,15746
1005634,P00015342,M,26-35,14,A,3,1,2,4.0,,10097
1005634,P00237542,M,26-35,14,A,3,1,1,15.0,16.0,14186
1005634,P00007542,M,26-35,14,A,3,1,15,16.0,,12680
1005636,P00183242,M,26-35,7,A,0,1,5,15.0,,5938
1005636,P00304942,M,26-35,7,A,0,1,6,8.0,,15791
1005636,P00016742,M,26-35,7,A,0,1,1,15.0,16.0,14148
1005636,P00355142,M,26-35,7,A,0,1,1,15.0,,12272
1005638,P00116842,M,18-25,1,C,0,0,2,5.0,8.0,13607
1005638,P00172342,M,18-25,1,C,0,0,8,14.0,,7388
1005639,P00274942,F,18-25,4,C,2,0,8,,,7758
1005643,P00121642,F,36-45,1,A,3,1,5,14.0,,6018
1005643,P00254542,F,36-45,1,A,3,1,8,13.0,,7367
1005643,P00150742,F,36-45,1,A,3,1,8,14.0,,6990
1005643,P00177742,F,36-45,1,A,3,1,8,,,7307
1005643,P00340942,F,36-45,1,A,3,1,8,,,7307
1005648,P00204242,M,26-35,17,C,1,0,6,8.0,,16403
1005650,P00178042,F,36-45,12,B,2,1,8,14.0,,7152
1005653,P00249542,M,51-55,1,B,1,0,1,5.0,15.0,11674
1005653,P00004742,M,51-55,1,B,1,0,6,16.0,,16097
1005654,P00370342,M,26-35,4,A,3,1,8,,,7216
1005654,P00312742,M,26-35,4,A,3,1,15,,,15051
1005663,P00293042,F,36-45,20,B,4+,0,8,,,7567
1005664,P00024642,M,18-25,4,C,4+,0,5,14.0,,6454
1005664,P00120642,M,18-25,4,C,4+,0,5,,,6344
1005667,P00327242,M,36-45,7,B,1,1,5,8.0,,6435
1005671,P00313142,M,26-35,1,C,4+,0,8,,,7804
1005671,P00205442,M,26-35,1,C,4+,0,5,8.0,14.0,6776
1005673,P00119742,F,36-45,1,B,2,0,5,8.0,12.0,7270
1005675,P00344142,M,36-45,14,A,2,0,18,,,2773
1005675,P00263042,M,36-45,14,A,2,0,1,16.0,,13608
1005677,P00265242,M,26-35,1,A,3,0,5,8.0,,6289
1005677,P00165742,M,26-35,1,A,3,0,8,16.0,,7239
1005678,P00147942,M,36-45,17,A,0,1,1,16.0,,13532
1005680,P00075542,M,51-55,20,A,4+,1,8,13.0,,7511
1005682,P00035842,M,18-25,0,B,2,0,5,6.0,9.0,5604
1005684,P00329542,M,18-25,16,A,1,0,1,15.0,16.0,14173
1005684,P00182242,M,18-25,16,A,1,0,1,5.0,6.0,13395
1005684,P00196442,M,18-25,16,A,1,0,5,,,5823
1005685,P00250942,M,26-35,17,A,0,1,11,16.0,,4576
1005686,P00286742,M,55+,16,A,1,1,1,16.0,,13736
1005686,P00122442,M,55+,16,A,1,1,1,11.0,15.0,13553
1005689,P00173542,M,26-35,0,B,3,0,5,8.0,,6438
1005690,P00117242,M,18-25,4,B,3,0,8,17.0,,7943
1005691,P00152742,M,36-45,14,C,1,0,5,,,6470
1005691,P00161442,M,36-45,14,C,1,0,5,14.0,,6580
1005692,P00250642,F,26-35,7,C,1,0,11,,,4995
1005697,P00265542,M,26-35,0,B,1,0,5,8.0,,6422
1005698,P00331842,M,36-45,14,B,3,0,16,,,14793
1005698,P00329542,M,36-45,14,B,3,0,1,15.0,16.0,14468
1005699,P00299142,M,36-45,15,B,4+,1,5,,,6062
1005702,P00324942,M,18-25,0,B,4+,0,5,,,5968
1005705,P00210342,F,18-25,4,B,4+,0,3,4.0,,9388
1005711,P00143342,M,26-35,7,C,4+,0,1,14.0,16.0,13317
1005713,P00163542,F,51-55,7,C,4+,1,2,4.0,5.0,11064
1005717,P00000642,M,26-35,0,B,3,1,1,6.0,16.0,13448
1005717,P00184642,M,26-35,0,B,3,1,8,14.0,,7042
1005717,P00072542,M,26-35,0,B,3,1,5,6.0,,6181
1005717,P00043242,M,26-35,0,B,3,1,5,,,5960
1005718,P00223442,F,36-45,14,C,4+,1,5,8.0,14.0,6831
1005720,P00125942,M,26-35,0,A,0,0,1,2.0,15.0,12819
1005720,P00059442,M,26-35,0,A,0,0,6,8.0,16.0,15683
1005721,P00116142,M,46-50,11,B,2,0,10,13.0,16.0,18848
1005726,P00128942,M,26-35,1,C,0,0,1,11.0,,14169
1005728,P00216042,F,36-45,20,C,3,0,5,8.0,,6941
1005728,P00130842,F,36-45,20,C,3,0,5,14.0,,6638
1005728,P00191542,F,36-45,20,C,3,0,4,5.0,,2556
1005728,P00152942,F,36-45,20,C,3,0,5,,,6528
1005728,P00302042,F,36-45,20,C,3,0,5,,,6528
1005729,P00179442,M,18-25,10,C,1,0,11,,,4904
1005738,P00071442,M,26-35,12,A,1,1,15,17.0,,18675
1005738,P00237542,M,26-35,12,A,1,1,1,15.0,16.0,14166
1005738,P00235342,M,26-35,12,A,1,1,11,,,4388
1005740,P00331042,M,26-35,1,B,1,0,5,8.0,,6424
1005742,P00336742,F,26-35,12,B,1,1,12,,,1167
1005744,P00089342,F,26-35,4,A,2,0,8,,,7304
1005744,P00328442,F,26-35,4,A,2,0,5,14.0,,6015
1005744,P00349542,F,26-35,4,A,2,0,8,,,7304
1005749,P00029942,M,26-35,2,A,0,1,8,,,7188
1005749,P00053642,M,26-35,2,A,0,1,7,,,16247
1005749,P00053042,M,26-35,2,A,0,1,5,14.0,16.0,6008
1005754,P00028042,F,18-25,1,A,2,0,1,16.0,,13483
1005755,P00087142,F,36-45,2,B,1,0,13,14.0,16.0,705
1005755,P00183042,F,36-45,2,B,1,0,15,16.0,,12954
1005755,P00133742,F,36-45,2,B,1,0,5,14.0,,6219
1005756,P00012242,F,0-17,10,C,1,0,2,4.0,9.0,11118
1005759,P00287842,F,26-35,1,A,2,0,8,18.0,,7267
1005761,P00006242,M,26-35,20,B,1,1,5,,,5981
1005763,P0096542,F,26-35,1,A,1,1,3,4.0,12.0,9661
1005763,P00084542,F,26-35,1,A,1,1,5,,,5825
1005763,P00119442,F,26-35,1,A,1,1,5,,,5825
1005763,P00259342,F,26-35,1,A,1,1,5,9.0,,5951
1005763,P00048442,F,26-35,1,A,1,1,5,14.0,,5935
1005763,P00245642,F,26-35,1,A,1,1,5,11.0,12.0,5576
1005765,P00015542,M,26-35,11,B,2,1,1,2.0,13.0,12299
1005771,P00178642,M,26-35,7,A,1,0,5,15.0,,6012
1005771,P00015742,M,26-35,7,A,1,0,7,,,16330
1005775,P00313342,M,26-35,11,A,4+,0,5,,,5904
1005775,P00002542,M,26-35,11,A,4+,0,8,14.0,,6986
1005775,P00059142,M,26-35,11,A,4+,0,8,14.0,,6986
1005776,P00154042,M,18-25,12,B,3,1,1,2.0,15.0,12885
1005776,P00268442,M,18-25,12,B,3,1,8,17.0,,7893
1005786,P00085242,M,26-35,6,B,1,1,8,14.0,17.0,7607
1005786,P00251242,M,26-35,6,B,1,1,5,11.0,,5773
1005787,P00018342,M,26-35,20,B,0,0,11,,,4611
1005787,P00233442,M,26-35,20,B,0,0,1,2.0,15.0,13007
1005787,P00115242,M,26-35,20,B,0,0,5,8.0,,6451
1005792,P00017042,M,26-35,17,B,1,1,8,,,7374
1005792,P00210642,M,26-35,17,B,1,1,8,14.0,,7057
1005794,P00221342,M,36-45,17,A,1,0,1,2.0,5.0,13789
1005795,P00009242,M,26-35,1,A,1,1,8,,,7194
1005795,P00277842,M,26-35,1,A,1,1,1,,,12787
1005795,P00272942,M,26-35,1,A,1,1,5,,,5795
1005795,P00001942,M,26-35,1,A,1,1,5,,,5795
1005798,P00110942,M,36-45,0,C,2,1,1,2.0,,14527
1005805,P00109242,F,26-35,0,B,1,1,6,8.0,10.0,15284
1005805,P00254242,F,26-35,0,B,1,1,5,11.0,12.0,5724
1005809,P00256042,M,26-35,7,C,4+,0,6,8.0,16.0,16248
1005809,P00115842,M,26-35,7,C,4+,0,16,,,15092
1005809,P00154042,M,26-35,7,C,4+,0,1,2.0,15.0,13384
1005811,P00079942,M,18-25,4,B,3,0,8,,,7367
1005812,P00227642,F,26-35,7,A,1,1,1,5.0,14.0,10685
1005812,P00327442,F,26-35,7,A,1,1,5,8.0,,6249
1005822,P0094842,F,36-45,4,C,1,0,4,8.0,,2891
1005824,P00190842,M,18-25,12,B,1,0,2,5.0,12.0,8302
1005824,P00216142,M,18-25,12,B,1,0,1,16.0,,13615
1005824,P00176842,M,18-25,12,B,1,0,12,14.0,,1209
1005825,P00248942,F,26-35,4,B,2,1,1,6.0,14.0,15321
1005826,P00223642,M,18-25,4,A,2,1,11,15.0,,4198
1005826,P00212742,M,18-25,4,A,2,1,5,,,5743
1005831,P00117042,M,26-35,1,A,2,1,1,2.0,5.0,13636
1005831,P00137242,M,26-35,1,A,2,1,5,,,5803
1005833,P00253042,F,36-45,0,C,3,1,8,,,7825
1005837,P00221942,M,26-35,7,B,0,1,1,8.0,,13779
1005837,P00210342,M,26-35,7,B,0,1,3,4.0,,9330
